id_eess;codigo_renaes;categoria;nombre;diresa;red;direccion;longitud;latitud;id_ubigeo
25817;27533;I-1;DENTAL MONTALVO;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Canto grande NÚMERO 2707 PISO 2 MANZANA D LOTE 3 URBANIZACIÓN Santa Elizabeth DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.01392613;-11.98326649;1312
25819;27535;I-1;ODONTO LUVA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA AVP LOS PINOS PISO 2 MANZANA B LOTE 8 URBANIZACIÓN LOS PINOS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.99646996;-11.97174653;1312
25980;27702;I-2;POLICLÍNICO  VALE UN PERÚ;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Jardines Este NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00161344;-12.00585649;1312
26001;27723;I-1;ODAM ODONTOLOGÍA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Proceres de Independencia 1838 2 Altura paradero 12 de próceres SAN JUAN DE LURIGANCHO LIMA LIMA;-77.0078995;-12.0026991;1312
26004;27726;I-3;CENTRO DE SALUD MENTAL COMUNITARIO JAVIER MARIATEGUI CHIAPPE;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA lurigancho S/N 1 1 1 b 9 azcarrunz alto a espalda del puesto de salud azcarrunz alto SAN JUAN DE LURIGANCHO LIMA LIMA;-77.00097776;-12.01734472;1312
26006;27728;I-3;CENTRO DE SALUD MENTAL COMUNITARIO NUEVO PERU;LIMA DIRIS CENTRO;SAN JUAN DE LURIGANCHO;CALLE MZ E LOTE 01 PUEBLO JOVEN NUEVO PERU E 01 MZ E LOTE 01 PUEBLO JOVEN NUEVO PERU ENTRE LA HUACA DE CANTO CHICO Y LA IGLESIA SAN PABLO Y AL FRENTE DEL ESTADIO CANTO CHICO SAN JUAN DE LURIGANCHO LIMA LIMA;-77.0177604;-12.0027539;1312
26031;27754;I-1;CONSULTORIO ODONTOLOGICO VITAL DENT;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN URANO 2644 APV GANIMEDES DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0123156;-11.9848029;1312
26051;27774;I-1;CONSULTORIO DENTAL MODERNO;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA LOS POSTES OESTE NÚMERO 180 PISO 2 DEPARTAMENTO 201 MANZANA U LOTE 30 URBANIZACIÓN APV SAN HILARION DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00846267;-11.99676104;1312
26052;27775;I-1;CONSULTORIO DENTAL DIENTE DE ORO;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 1096 PISO 2 MANZANA Ñ LOTE 1 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.99368886;-12.0243741;1312
26061;27785;I-2;DERMOMEDIK LASER;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 745 PISO 3 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00120307;-12.02549296;1312
26062;27786;I-1;FRESH DENT;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN LOS PELITRES N?ERO 1699 PISO 3 DEPARTAMENTO 1 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9939836;-11.9689301;1312
26065;27789;I-3;CALY SALUD S.A.C.;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA San Matín 124 Mz. CL-1 Lote 26 de la Urb. Unidad 6 de Canto Grande 2do piso SAN JUAN DE LURIGANCHO LIMA LIMA;-77.00303099;-11.96859834;1312
26168;27899;I-2;MADRE TERESA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE LA INDEPENDENCIA N?ERO 1781 PISO 3 MANZANA W LOTE 31-A URBANIZACI? SAN HILARION DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.007913;-12.0036989;1312
26170;27901;I-1;MIADENTIX;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Pirámide del sol N?ERO 543 PISO 2 URBANIZACI? Zarate DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.014704;-12.0218133;1312
26171;27902;I-2;CONSULTORIO MEDICO VISAL;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN DIPLOMATICOS NÚMERO 102 PISO 1 URBANIZACIÓN MARISCAL CACERES SECTOR I, 3RA Y 4TA ETAPA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.98746479;-11.96022666;1312
26172;27903;I-2;CONSULTORIO PROFESIONAL SAN AGUSTIN;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CANTO GRANDE MANZANA A LOTE 5 URBANIZACIÓN JESUS OROPEZA CHONTA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00337938;-11.96738331;1312
26175;27906;I-2;CENTRO MÉDICO ODONTOLÓGICO VITAL SALUD;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Próceres de la Independencia NÚMERO 2240 PISO 2 URBANIZACIÓN San Hilarion DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0116141;-12.0284702;1312
26176;27907;SD;VILLA SALUD;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;OTROS PROGRAMA CIUDAD MARISCAL CACERES PISO 2 MANZANA A1 LOTE 30 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.98652736;-11.95877034;1312
26179;27910;I-1;CONSULTORIO DENTAL ARTE & SONRISA S.A.C;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;CALLE LAS CAMELIAS NÚMERO 3300 PISO 2 MANZANA C-1 LOTE 28 URBANIZACIÓN LOS PINOS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.001699;-11.975124;1312
26197;27928;I-3;MIRANDO SALUD S.R.L.;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU N?ERO 739 PISO 2 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00127355;-12.02552331;1312
26267;28003;I-1;CONSULTORIO DENTAL VENTO;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 398 PISO 2 INTERIOR 1 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00743;-12.027516;1312
26268;28004;I-3;CENTRO MEDICO VIDA MEDIC SAC;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA AMPLIACION MANZANA K-1 LOTE 45 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9829195;-11.9429232;1312
26276;28014;I-2;CONSULTORIO MÉDICO;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;OTROS Fundo campoy MANZANA B LOTE 17 URBANIZACIÓN Fundo de campoy DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.97688995;-12.02403081;1312
26308;28047;I-3;MEDEX MVR & ASOCIADOS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 438 PISO 2 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0066159;-12.0274249;1312
26333;28075;I-2;CONSULTORIOS VIRGEN DE GUADALUPE;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 1169 PISO 2 MANZANA G5 LOTE 32 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0111343;-12.0296388;1312
26652;28403;I-2;CONSULTORIO  MEDICO MI SALUD;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CENTRAL MANZANA A LOTE 22 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9823139;-11.9558947;1312
26659;28410;I-1;ODONTOSALUD;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN LA VARA DE ORO NÚMERO 286 PISO 2 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.99836663;-12.0250588;1312
26664;28415;I-1;DENTO GROUP;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMÚ NÚMERO 1551 B PISO 1 URBANIZACIÓN ZÁRATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9868269;-12.023831;1312
26672;28423;I-1;CONSULTORIO ODONTOLOGICO PERUANO INTEGRAL - COPI DENT;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE LA INDEPENDENCIA NÚMERO 600 PISO 2 URBANIZACIÓN CHACARILLA DE OTERO DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9971631;-11.9724284;1312
26674;28425;I-2;CONSULTORIO IIN LAS GARDENIAS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;CALLE las gardenias NÚMERO 725 729 MANZANA P LOTE 16 URBANIZACIÓN Canto Grande Unidad 6 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00210828;-11.97095522;1312
26873;28629;I-1;CONSULTORIO SAN JUAN BAUTISTA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA LAS LOMAS NÚMERO 1027 PISO 3 DEPARTAMENTO 3 URBANIZACIÓN MANGOMARCA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0121437;-12.0311341;1312
26883;28640;I-1;REHABILITORAL;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN RIO CAPIYUNE PISO 1 MANZANA A LOTE 41 URBANIZACIÓN LOS PINOS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.99510476;-11.96916363;1312
26895;28652;I-2;CENTRO DE CIRUGIA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE LA INDEPENDENCIA NÚMERO 401 PISO 1 MANZANA G1 LOTE 31 URBANIZACIÓN CHACARILLA DE OTERO DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00950987;-12.02476236;1312
27042;28802;I-1;EDUVIDA CONSULTORIOS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA TUSILAGOS 637 COOP. LAS FLORES DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.01241872;-12.01229851;1312
27071;28833;I-2;CONSULTORIO PEDIÁTRICO DIVINO NIÑO JESUS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA 13 DE ENERO NÚMERO 1686 PISO 1 MANZANA R-III LOTE 17 URBANIZACIÓN INCA MANCO CAPAC 2da ETAPA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0020629;-12.004195;1312
27074;28836;I-2;POLICLINICO CORAZON DE JESUS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CANTO GRANDE NÚMERO 3716 PISO 2 MANZANA A LOTE 4 URBANIZACIÓN AAHH JESUS OROPEZA CHONTA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00042503;-11.96261408;1312
27111;28874;I-3;SEDESA CFRM Y CCCB E.I.R.L;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN MARCELO MANZANA E9 LOTE 10 URBANIZACIÓN SU SANTIDAD JUAN PABLO II DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9952672;-11.940543;1312
27128;28891;I-2;CONSULTORIO IIN SAN CARLOS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Próceres de la Independencia NÚMERO 2755 2757 MANZANA K-1 LOTE 38 URBANIZACIÓN San Carlos DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0074026;-11.9856323;1312
27352;29125;I-1;CONSULTORIO DENTAL DR. VALLADOLID;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;OTROS PROGRAMA CIUDAD MARISCAL CACERES SECTOR 1 2DA ETAPA MANZANA C3 LOTE 21 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9922368;-11.9682508;1312
27510;29286;I-1;ELGYDENTH;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU 873 OF. 101 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9989263;-12.0249509;1312
27512;29289;SD;APOYO CENTRO DE REHABILITACION FISICA S.A.C;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE LA INDEPENDENCIA NÚMERO 2644 PISO 1 URBANIZACIÓN SAN CARLOS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0085106;-11.9877923;1312
27605;29391;I-2;DERMABEAUTÉ;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Jorge Basadre Oeste NÚMERO 280/282 PISO 2 MANZANA G LOTE 34 URBANIZACIÓN Santa Elizabeth DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0132805;-11.9896023;1312
27752;29541;I-2;SERVIMEDIKA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN RIO MOCHE  MZ B LOTE 7 AAHH JESUS OROPEZA CHONTA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00276188;-11.96751844;1312
27762;29553;I-2;CENTRO MEDICO AMALIZ;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE LA INDEPENDENCIA NÚMERO 2068 PISO 2 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0090759;-11.9980511;1312
27764;29555;I-2;KAROLINSKA II;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CANTO GRANDE AA.HH JESUS OROPEZA CHONTA MANZANA B LOTE 2 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00344853;-11.9674371;1312
27775;29568;SD;LABORATORIO CLINICO JEJ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN LAS GARDENIAS PISO 2 MANZANA P LOTE 17 URBANIZACIÓN LOS JAZMINES DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00209892;-11.97088769;1312
27776;29569;I-2;CDI MEDILAB;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 723 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0015485;-12.0255322;1312
27783;29576;I-3;POLICLINICO CAVERO;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;OTROS 1RA ETAPA GRUPO 2 MZ I LT26  AAHH CRUZ DE MOTUPE PISO 1 MANZANA I LOTE 26 URBANIZACIÓN CRUZ DE MOTUPE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.97638209;-11.94372326;1312
27787;29580;I-3;SAN FERNANDO;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA SANTA ROSA DE LIMA   1731 B URBANIZACIÓN APV INCA MANCO CAPAC I ETAPA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9997694;-12.0014816;1312
27799;29592;I-2;SERVICIOS MÉDICOS SANTA JUANITA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CANTO GRANDE MANZANA N LOTE 1 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00345244;-11.96768134;1312
27937;29736;I-1;DENTISALUD;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 348 PISO 2 URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00867838;-12.02764934;1312
27959;29758;I-1;AMERICA ODONTOLOGIA INTEGRAL;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Canto grande NÚMERO 3597 PISO 2 DEPARTAMENTO 202 MANZANA D LOTE 33 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.04323803;-12.04738017;1312
27994;29795;SD;MAGNA VITALE SAC;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA 13 DE ENERO NÚMERO 2172 MANZANA B-1 LOTE 39 URBANIZACIÓN LA HUAYRONA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00508992;-11.99451381;1312
28005;29806;I-3;AUTOVIAS SEGURAS S.A.C.;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA 9 DE OCTUBRE NÚMERO 459 URBANIZACIÓN 3 COMPUERTAS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.01308794;-12.03569234;1312
28022;29824;I-3;MEDIC CENTER PERÚ;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PRINCIPAL MZ. B LT. 01, ASOCIACIÓN VIVIENDA LOS ALAMOS CAMPOY SAN JUAN DE LURIGANCHO LIMA LIMA;-76.96863703;-12.02471024;1312
28027;29829;I-3;POLICLINICO TU SALUD;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA LAS FLORES DE PRIMAVERA NÚMERO 1565 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.012739;-12.0031583;1312
28150;29957;I-2;MEDICO EN ACCION;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 1571 PISO 1 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9865876;-12.0237598;1312
28205;30014;I-2;"""CONSULTORIOS MEDICO -OFTALMOLOGICO Y ODONTOLOGICO SONRIE MAS""";LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA GRAN CHIMU NÚMERO 745 PISO 1 MANZANA B URBANIZACIÓN ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0011771;-12.0254343;1312
28210;30019;I-2;SAN MARTIN CLINIC;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CANTO GRANDE NÚMERO 3708 PISO 2 MANZANA A LOTE 2 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0039247;-11.9680494;1312
28229;30038;I-1;CONSULTORIO ODONTOLOGICO MUNAY DENT;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA DEL PARQUE NÚMERO SN PISO 1 MANZANA C LOTE 15 URBANIZACIÓN LA PLANICIE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00236178;-11.97932464;1312
28485;30307;I-2;DRA. RUTH CORDOVA PARDAVE;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CANTO GRANDE NÚMERO 3217 PISO 2 MANZANA B1 LOTE 50 URBANIZACIÓN CANTO NUEVO DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0088488;-11.9750141;1312
28496;30318;I-1;CONSULTORIO ODONTOLOGICO C.D. GRETA ABREGÚ;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE LA INDEPENDENCIA NÚMERO 2186 MANZANA T LOTE 2A URBANIZACIÓN SAN HILARION DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0099696;-11.9950555;1312
28506;30328;I-2;CENTRO MEDICO SEÑOR DE LOS MILAGROS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;CALLE CALLE 39 PISO 1 MZ. I LOTE 21 GRUPO 4 DISTRITO DE SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9861847;-11.9682064;1312
28627;30458;I-1;ENDO ELITE;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN los ricinos NÚMERO 940 URBANIZACIÓN las violetas DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00802352;-12.01355114;1312
28659;30490;I-1;CONSULTORIO ODONTOLOGICO BARDADENT;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA TUSILAGOS OESTE 222 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0042901;-12.0129997;1312
28713;30550;I-1;ODONTOZPRIME;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE INDEPENDENCIA NÚMERO 2616 URBANIZACIÓN LOS ANGELES DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.008869;-11.988117;1312
28721;30558;I-2;OPTOPLUS;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA CANTO GRANDE NÚMERO 3766 MANZANA N LOTE 03 URBANIZACIÓN JESUS OROPEZA CHONTA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0031101;-11.9668743;1312
28733;30570;I-2;CONSULTORIOS MÉDICOS ESPECIALIZADOS DRA. CHIROQUE;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Los Tusilagos Oeste NÚMERO 385 PISO 2 MANZANA G LOTE 19 URBANIZACIÓN Las Violetas DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0076821;-12.0128632;1312
28975;30827;I-3;MEDISALUD;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;OTROS MZ H 4 LOTE19 D  PROGRAMA CIUDAD MARISCAL CACERES SECTOR III 1ER Y 2DO PISO DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9824559;-11.94358381;1312
28986;30839;I-3;POLICLINICO POLICIAL ZARATE;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA LAS FLORES DE PRIMAVERA NÚMERO 1548 URBANIZACIÓN SAN HILARION DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0120145;-12.0038187;1312
29137;30998;I-1;ELIDENT;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Próceres de la Independencia NÚMERO 1716 PISO 2 DEPARTAMENTO 204 INTERIOR 204 MANZANA H LOTE 18 URBANIZACIÓN FLORES 78 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0058633;-12.0053428;1312
29168;31031;I-3;CENTRO ODONTOLOGICO AMERICANO - LOS JARDINES;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA LOS JARDINES OESTE NÚMERO 498 MANZANA D LOTE 11 URBANIZACIÓN SAN HILARION DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0106132;-12.0075632;1312
29246;31113;SD;SAN MARCOS LABORATORIO CLÍNICO E.I.R.L;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA Santa Rosa NÚMERO 1719 PISO 2 INTERIOR 201 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-76.9995109;-12.0018158;1312
29253;31121;I-2;OTORRINOMEDIC;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN RIO AMAZONAS NÚMERO 3215 PISO 2 MANZANA F LOTE 29 URBANIZACIÓN CANTO REY DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0031755;-11.9782298;1312
29303;31172;I-1;CONSULTORIO ODONTOLÓGICO SAN VICENTE;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN LAS ARCILLAS PISO 2 MANZANA U-1 LOTE 54 URBANIZACIÓN SAN CARLOS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.0053526;-11.9898081;1312
29318;31187;SD;CLINICA RENAL VIRGEN DEL CARMEN SAC;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;AVENIDA PROCERES DE LA INDEPENDENCIA NÚMERO 2671 MANZANA J-1 LOTE 16 URBANIZACIÓN SAN CARLOS DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.008618;-11.9870161;1312
29322;31191;I-1;DENTAL SANTA ANA;LIMA DIRIS CENTRO;NO PERTENECE A NINGUNA RED;JIRÓN LOS MINERALES NÚMERO 600 PISO 1 MANZANA B-IV LOTE 17 URBANIZACIÓN INCA MANCO CÁPAC DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;-77.00151357;-12.00062213;1312
